Start time          	End time            	Location	Type	Place
2011-12-09 12:44:16	2011-12-09 12:44:20	Maindoor	Magnetic	Entrance
2011-12-09 16:33:52	2011-12-09 16:33:56	Maindoor	Magnetic	Entrance
2011-12-09 16:45:53	2011-12-09 16:59:52	Seat	Pressure	Living
2011-12-09 17:04:57	2011-12-09 17:05:23	Toilet	Flush	Bathroom
2011-12-09 17:06:38	2011-12-09 17:59:19	Seat	Pressure	Living
2011-12-09 17:59:25	2011-12-09 17:59:27	Basin	PIR	Bathroom
2011-12-09 18:02:18	2011-12-09 18:19:35	Seat	Pressure	Living
2011-12-09 18:32:02	2011-12-09 18:32:07	Maindoor	Magnetic	Entrance
2011-12-09 18:48:30	2011-12-09 18:48:36	Maindoor	Magnetic	Entrance
2011-12-09 18:50:33	2011-12-09 18:50:45	Fridge	Magnetic	Kitchen
2011-12-09 19:19:54	2011-12-09 21:04:31	Seat	Pressure	Living
2011-12-09 21:04:37	2011-12-09 21:04:50	Basin	PIR	Bathroom
2011-12-09 21:04:59	2011-12-10 00:16:21	Seat	Pressure	Living
2011-12-10 00:16:31	2011-12-10 00:16:49	Basin	PIR	Bathroom
2011-12-10 00:17:05	2011-12-10 00:46:13	Seat	Pressure	Living
2011-12-10 00:50:47	2011-12-10 09:26:17	Bed	Pressure	Bedroom
2011-12-10 09:35:48	2011-12-10 09:36:18	Toilet	Flush	Bathroom
2011-12-10 09:37:16	2011-12-10 09:37:21	Cabinet	Magnetic	Bathroom
2011-12-10 09:37:26	2011-12-10 09:45:53	Basin	PIR	Bathroom
2011-12-10 09:46:00	2011-12-10 09:46:05	Cabinet	Magnetic	Bathroom
2011-12-10 09:46:23	2011-12-10 09:46:27	Basin	PIR	Bathroom
2011-12-10 09:47:44	2011-12-10 09:52:42	Shower	PIR	Bathroom
2011-12-10 09:55:18	2011-12-10 09:55:26	Cupboard	Magnetic	Kitchen
2011-12-10 09:55:50	2011-12-10 09:59:03	Toaster	Electric	Kitchen
2011-12-10 09:56:27	2011-12-10 09:56:29	Cupboard	Magnetic	Kitchen
2011-12-10 09:56:33	2011-12-10 09:56:50	Fridge	Magnetic	Kitchen
2011-12-10 09:56:58	2011-12-10 09:58:18	Microwave	Electric	Kitchen
2012-11-11 21:14:21	2012-11-12 00:21:49	Seat	Pressure	Living
2012-11-12 00:22:57	2012-11-12 00:22:59	Door	PIR	Living
2012-11-12 00:23:14	2012-11-12 00:23:17	Door	PIR	Kitchen
2012-11-12 00:24:20	2012-11-12 00:24:22	Door	PIR	Kitchen
2012-11-12 00:24:42	2012-11-12 00:24:54	Door	PIR	Living
2012-11-12 00:25:35	2012-11-12 00:42:56	Seat	Pressure	Living
2012-11-12 00:43:46	2012-11-12 00:43:49	Door	PIR	Living
2012-11-12 00:46:12	2012-11-12 00:46:15	Door	PIR	Bedroom
2012-11-12 00:47:21	2012-11-12 00:47:24	Door	PIR	Bedroom
2012-11-12 00:48:38	2012-11-12 00:50:12	Basin	PIR	Bathroom
2012-11-12 00:50:29	2012-11-12 00:50:32	Door	PIR	Living
2012-11-12 00:51:18	2012-11-12 01:52:12	Seat	Pressure	Living
2012-11-12 01:53:19	2012-11-12 01:53:22	Door	PIR	Living
2012-11-12 01:53:27	2012-11-12 01:53:35	Basin	PIR	Bathroom
2012-11-12 01:53:39	2012-11-12 01:54:27	Toilet	Flush	Bathroom
2012-11-12 01:53:53	2012-11-12 01:53:57	Door	PIR	Bedroom
2012-11-12 01:55:09	2012-11-12 09:30:35	Bed	Pressure	Bedroom
2012-11-12 09:31:16	2012-11-12 09:31:19	Door	PIR	Bedroom
2012-11-12 09:37:28	2012-11-12 09:38:45	Toilet	Flush	Bathroom
2012-11-12 09:40:17	2012-11-12 09:40:22	Door	PIR	Living
2012-11-12 09:41:14	2012-11-12 09:41:17	Door	PIR	Living
2012-11-12 09:42:02	2012-11-12 09:42:05	Door	PIR	Kitchen
2012-11-12 09:47:57	2012-11-12 09:48:12	Fridge	Magnetic	Kitchen
2012-11-12 09:48:21	2012-11-12 09:50:02	Microwave	Electric	Kitchen
2012-11-12 09:52:33	2012-11-12 09:52:35	Door	PIR	Kitchen
2012-11-12 09:53:26	2012-11-12 09:53:29	Door	PIR	Bedroom
2012-11-12 09:56:16	2012-11-12 09:56:20	Door	PIR	Bedroom
2012-11-12 09:56:25	2012-11-12 09:56:28	Door	PIR	Living
2012-11-12 09:57:36	2012-11-12 10:14:50	Seat	Pressure	Living
2012-11-12 10:15:44	2012-11-12 10:15:47	Door	PIR	Living
2012-11-12 10:16:55	2012-11-12 10:16:58	Door	PIR	Bedroom
2012-11-12 10:17:01	2012-11-12 10:17:05	Door	PIR	Bedroom
2012-11-12 10:18:19	2012-11-12 10:20:15	Basin	PIR	Bathroom
2012-11-12 10:21:39	2012-11-12 10:29:45	Shower	PIR	Bathroom
2012-11-12 10:32:25	2012-11-12 10:32:38	Door	PIR	Living
2012-11-12 10:33:09	2012-11-12 10:33:10	Door	PIR	Living
2012-11-12 10:33:23	2012-11-12 10:33:25	Door	PIR	Kitchen
2012-11-12 10:33:27	2012-11-12 10:33:42	Door	PIR	Kitchen
2012-11-12 10:33:47	2012-11-12 10:34:10	Basin	PIR	Bathroom
2012-11-12 10:34:11	2012-11-12 10:35:02	Toilet	Flush	Bathroom
2012-11-12 10:35:14	2012-11-12 10:40:01	Basin	PIR	Bathroom
2012-11-12 10:40:29	2012-11-12 10:40:31	Door	PIR	Kitchen
2012-11-12 10:41:08	2012-11-12 10:41:10	Door	PIR	Kitchen
2012-11-12 10:41:20	2012-11-12 10:41:22	Door	PIR	Living
2012-11-12 10:41:42	2012-11-12 10:41:44	Door	PIR	Living
2012-11-12 10:42:05	2012-11-12 10:42:07	Basin	PIR	Bathroom
2012-11-12 10:47:17	2012-11-12 10:47:24	Door	PIR	Living
2011-12-10 09:58:21	2011-12-10 09:58:24	Cooktop	PIR	Kitchen
2011-12-10 10:03:20	2011-12-10 12:34:09	Seat	Pressure	Living
2011-12-10 12:52:54	2011-12-10 12:53:39	Basin	PIR	Bathroom
2011-12-10 13:04:03	2011-12-10 13:04:08	Maindoor	Magnetic	Entrance
2011-12-10 17:06:58	2011-12-10 17:07:03	Maindoor	Magnetic	Entrance
2011-12-10 17:11:23	2011-12-10 20:16:51	Seat	Pressure	Living
2011-12-10 20:21:54	2011-12-10 20:23:16	Basin	PIR	Bathroom
2011-12-10 20:25:40	2011-12-10 20:25:46	Maindoor	Magnetic	Entrance
2012-11-13 08:56:52	2012-11-13 08:56:57	Door	PIR	Kitchen
2012-11-13 08:57:49	2012-11-13 08:57:53	Fridge	Magnetic	Kitchen
2012-11-13 08:58:45	2012-11-13 09:00:26	Microwave	Electric	Kitchen
2012-11-13 08:59:12	2012-11-13 08:59:15	Fridge	Magnetic	Kitchen
2012-11-13 09:04:54	2012-11-13 09:04:56	Door	PIR	Kitchen
2012-11-13 09:05:26	2012-11-13 09:05:30	Door	PIR	Bedroom
2012-11-13 09:10:10	2012-11-13 09:10:12	Door	PIR	Bedroom
2012-11-13 09:11:46	2012-11-13 09:11:49	Basin	PIR	Bathroom
2012-11-13 09:14:48	2012-11-13 09:15:53	Toilet	Flush	Bathroom
2012-11-13 09:21:24	2012-11-13 09:24:26	Basin	PIR	Bathroom
2012-11-13 09:29:37	2012-11-13 09:30:26	Basin	PIR	Bathroom
2012-11-13 09:34:55	2012-11-13 09:36:50	Basin	PIR	Bathroom
2012-11-13 09:37:24	2012-11-13 09:37:28	Door	PIR	Bedroom
2012-11-13 09:42:51	2012-11-13 09:42:54	Door	PIR	Bedroom
2012-11-13 09:53:15	2012-11-13 09:53:21	Maindoor	Magnetic	Entrance
2012-11-13 10:11:04	2012-11-13 10:11:07	Maindoor	Magnetic	Entrance
2012-11-13 10:11:48	2012-11-13 10:11:51	Door	PIR	Kitchen
2012-11-13 10:11:59	2012-11-13 10:12:02	Fridge	Magnetic	Kitchen
2012-11-13 10:12:10	2012-11-13 10:12:12	Door	PIR	Kitchen
2012-11-13 10:14:04	2012-11-13 10:14:07	Door	PIR	Kitchen
2012-11-13 10:49:34	2012-11-13 10:49:38	Door	PIR	Kitchen
2012-11-13 10:50:05	2012-11-13 10:50:08	Door	PIR	Bedroom
2012-11-13 10:51:52	2012-11-13 10:51:55	Door	PIR	Bedroom
2012-11-13 10:52:45	2012-11-13 10:52:48	Maindoor	Magnetic	Entrance
2012-11-13 13:41:50	2012-11-13 13:41:54	Maindoor	Magnetic	Entrance
2012-11-13 13:42:06	2012-11-13 13:42:10	Door	PIR	Kitchen
2012-11-13 13:42:45	2012-11-13 13:42:48	Door	PIR	Kitchen
2012-11-13 13:43:20	2012-11-13 13:43:21	Door	PIR	Bedroom
2012-11-13 13:45:56	2012-11-13 13:45:58	Door	PIR	Bedroom
2012-11-13 13:47:45	2012-11-13 13:47:48	Door	PIR	Kitchen
2012-11-13 13:48:27	2012-11-13 13:48:32	Fridge	Magnetic	Kitchen
2012-11-13 13:48:39	2012-11-13 13:48:42	Fridge	Magnetic	Kitchen
2012-11-13 13:59:40	2012-11-13 13:59:42	Door	PIR	Kitchen
2012-11-13 14:01:01	2012-11-13 14:01:11	Door	PIR	Kitchen
2012-11-13 14:03:29	2012-11-13 14:03:31	Door	PIR	Kitchen
2012-11-13 14:05:24	2012-11-13 14:06:09	Toilet	Flush	Bathroom
2012-11-13 14:08:24	2012-11-13 14:08:28	Door	PIR	Kitchen
2012-11-13 14:17:25	2012-11-13 14:17:29	Door	PIR	Kitchen
2012-11-13 14:20:53	2012-11-13 14:20:56	Door	PIR	Kitchen
2012-11-13 14:27:34	2012-11-13 14:27:36	Cupboard	Magnetic	Kitchen
2012-11-13 14:28:20	2012-11-13 14:28:24	Fridge	Magnetic	Kitchen
2012-11-13 14:33:42	2012-11-13 14:33:45	Cupboard	Magnetic	Kitchen
2012-11-13 14:39:11	2012-11-13 14:39:14	Door	PIR	Kitchen
